"
                        交大小两居精装修中间楼层视野无遮挡
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,450,2室1厅,中楼层/共6层,上园村,海淀,50.1平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        中关村 低楼层 满五年家庭没有二套  精装修
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,955,3室1厅,底层/共4层,软件园小区,海淀,76.9平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        满五年唯一，全明格局，不临街，出行有公交和地铁
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,420,2室0厅,底层/共6层,静淑东里,海淀,63.07平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        双榆树东里南向一居室，业主诚意出售，看房方便
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,485,1室1厅,低楼层/共12层,双榆树东里,海淀,48.66平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        精装修 中间位置不临街 可以等满五年过户
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,653,2室2厅,高楼层/共6层,裕隆新村,海淀,92.38平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        厂洼小区正规三居室业主诚心出售
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,648,3室1厅,低楼层/共12层,厂洼小区,海淀,77.5平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        阳光充足 没有遮挡 户型方正 全明通风好
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,470,2室1厅,中楼层/共5层,铁东小区,海淀,57.1平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        皂君庙 学院南路 精装修带带电梯的三居室
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,560,3室1厅,高楼层/共14层,学院南路66号院,海淀,69.4平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        楼层好 小户型 满五年一居室 南向采光充足
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,430,1室1厅,中楼层/共6层,北无宿舍,海淀,42.38平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        水利局南北通透两居室，采光好，业主诚意出售
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,532,2室1厅,高楼层/共6层,水利局小区,海淀,79.1平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        婚房装修  中间楼层 满五年商品房
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,655,2室2厅,中楼层/共6层,天秀花园澄秀园,海淀,90.44平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        逸成东苑南北通透两居室 满五年唯一住房
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,620,2室1厅,低楼层/共17层,逸成东苑,海淀,75.6平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        南北通透，次顶层，两居室两卫，四环内不临街
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,1219,2室2厅,高楼层/共6层,美丽园,海淀,118.88平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        枫丹丽舍南北通透两居室，花园社区，停车免费
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,663,2室2厅,顶层/共3层,枫丹丽舍,海淀,91.07平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        正规两居室，单独管理，楼龄新，楼下有花园
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,738,2室1厅,高楼层/共9层,阜成路甲3号,海淀,74.49平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        晨月园户型方正两居室 高楼层 采光好
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,770,2室1厅,顶层/共17层,晨月园,海淀,82.13平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        满五唯一 中间位置 不临街不把边 东南朝向
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,466,2室2厅,高楼层/共32层,新康园,海淀,99.5平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        牡丹园 中鑫嘉园 大一居 落地飘窗 满五年唯一
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,580,1室1厅,低楼层/共25层,中鑫嘉园,海淀,71.4平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        颐源居，高层，三室两卫，可看玉渊潭全景
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,1420,3室1厅,高楼层/共28层,颐源居小区,海淀,142.11平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        太月园，精装大两居室，满五年唯一，看房方便
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,748,2室1厅,低楼层/共27层,太月园,海淀,89.49平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        紫竹桥，1998年楼龄，精装两居，全明户型，带客厅，
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,552,2室1厅,中楼层/共18层,北洼西里,海淀,62.2平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        此房是满五唯一的商品房，户型方正，明厨明卫，精装修
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,340,1室1厅,顶层/共6层,八宝庄,海淀,41.1平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        巨山商品房精装修三层一居室南北通透
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,355,1室1厅,中楼层/共6层,巨山馨苑,海淀,63.16平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        北分厂 地铁16号线温阳路站 总价低 采光充足
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,290,2室1厅,中楼层/共6层,北分厂,海淀,50.3平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        美丽西园 电梯房 商品房 带储藏间 东西南三面采光
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,820,2室2厅,低楼层/共9层,美丽西园,海淀,104.82平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        劳动关系学院 南北通透两居室 楼层合适 采光充足!
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,525,2室1厅,底层/共3层,劳动关系学院,海淀,57.4平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        高楼层 视野好 明厨明卫 有产权车位
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,2000,4室1厅,高楼层/共12层,诚品建筑,海淀,252.5平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        老年家属楼 南北东三面通透 二层
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,245,3室1厅,中楼层/共4层,老年医院家属楼,海淀,56.8平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        五路居地铁 东南两居室 带电梯 满5年唯一
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,460,2室1厅,中楼层/共16层,安装宿舍,海淀,61.5平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        远洋单位央产房，带电梯三室一厅，诚意出售
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,998,3室1厅,中楼层/共10层,榆苑公寓,海淀,105.19平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        南北通透  全明格局  税费低  中间楼层
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,550,2室1厅,中楼层/共5层,翠微路2号院,海淀,47.8平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        海淀四季青 五路居地铁精装两居室 有钥匙
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,520,2室1厅,中楼层/共9层,五棵松26号院,海淀,79.79平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        远大园五区 2室2厅 南 北
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,1420,2室2厅,中楼层/共12层,远大园五区,海淀,139.27平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        蓟门桥 中间层精装修 满五一居室
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,385,1室1厅,中楼层/共6层,蓟门南里,海淀,40.3平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        万柳 汇新家园 动静分离 户型方正 诚心出售两居
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,1050,2室1厅,中楼层/共16层,汇新家园,海淀,89.93平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        精装修南北通透一居，楼层好视线采光俱佳!
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,295,1室1厅,高楼层/共15层,凯盛家园,海淀,59.18平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        学院路逸成东苑正规一室一厅高楼层视野好诚意出售
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,485,1室1厅,高楼层/共22层,逸成东苑,海淀,54.68平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        全天阳光+双地铁旁+视野开阔+公园旁+停车方便+电梯
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,470,1室1厅,中楼层/共22层,中关村南大街40号,海淀,47.9平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        北三环蓟门桥 南北向两居室 板楼中间层 明厨明卫
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,535,2室1厅,中楼层/共6层,蓟门南里,海淀,61.2平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        独立小院2000年房三室两卫一大客厅中间楼层
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,940,3室1厅,中楼层/共6层,罗庄南里,海淀,125.45平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        双榆树精装，有客厅，单价低，户型方正
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,550,2室1厅,底层/共17层,青云北区,海淀,64.3平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        正规两居室  满五唯一 只有契税 孩子已成年 无抵押
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,998,2室1厅,高楼层/共10层,小南庄怡秀园,海淀,91平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        此房南北通透，中间楼层，采光好
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,400,2室1厅,中楼层/共6层,温泉路45号院,海淀,76.92平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        海淀西三旗沁春家园南北通透两居室 满五唯一商品房
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,515,2室1厅,高楼层/共6层,沁春家园,海淀,81.78平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        豪景佳苑 2室1厅 东南
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,898,2室1厅,低楼层/共19层,豪景佳苑,海淀,101.62平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        西山公馆东北向一居室满五年唯一精装修
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,530,1室1厅,顶层/共6层,西山公馆,海淀,61.09平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        北坞嘉园北里  南北通透  业主诚意出售  高楼层
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,499,1室1厅,中楼层/共6层,北坞嘉园北里,海淀,64.38平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        五道口城铁旁、大两居、大客厅、电梯房、诚意出售！
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,620,2室1厅,中楼层/共16层,东王庄,海淀,70.3平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        新起点嘉园，正规一居室，低楼层，简装修
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,780,1室1厅,低楼层/共19层,新起点嘉园,海淀,62.66平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        海淀宝盛里 中间楼层，南北通透两居室，满五唯一
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,650,2室2厅,中楼层/共6层,宝盛里,海淀,105.2平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        宜居好房 通透3居 户型、装修好 满5年唯一 价格可谈
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,865,3室1厅,顶层/共6层,首体家属院,海淀,79.6平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        2003年塔楼有电梯 周边无遮挡
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,1320,3室1厅,中楼层/共24层,航天五院小区,海淀,121.16平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        正规两居室2005年板楼带电梯，商品房社区一梯两户
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,690,2室1厅,中楼层/共9层,清缘东里,海淀,90.69平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        南北通透格局，楼层好，视野开阔，配套设施齐全
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,438,2室1厅,顶层/共6层,宝盛里,海淀,67.81平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        西二旗软件园     领秀新硅谷全南两居室
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,690,2室2厅,高楼层/共15层,领秀新硅谷2号院,海淀,87.41平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        塔楼朝南一居 电梯直达 满五年单位分房 业主诚心卖
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,475,1室1厅,高楼层/共16层,双榆树西里,海淀,43.56平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        北洼西里朝南大两居室，采光充足，视野好
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,698,2室1厅,低楼层/共18层,北洼西里,海淀,76.5平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        店长推荐 西三环海淀产权 户型好 税费少
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,455,2室1厅,底层/共24层,吴家村路10号院,海淀,67.4平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        金沟河5号院 正规南北通透两居室 不临街
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,480,2室1厅,底层/共5层,金沟河5号院,海淀,59.6平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        金沟河2号院  双南两居室   一层带小院 户型方正
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,415,2室1厅,底层/共5层,金沟河2号院,海淀,47.3平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        铭科苑南北两居 中间楼层 看房方便
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,425,2室1厅,中楼层/共6层,铭科苑,海淀,66.3平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        南北通透挂东窗 阳光充足视野好 不临街 楼龄新 密度低
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,460,2室1厅,顶层/共6层,北蜂窝66号院,海淀,62.34平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        曙光花园望山园高层精装南北通透三居室
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,1080,3室1厅,顶层/共17层,曙光花园,海淀,129.29平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        经典2居户型 满五唯一 南北通透 采光好 商品自住
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,660,2室1厅,低楼层/共10层,博雅德园,海淀,94.48平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        清河，清缘东里，正规两居室，满五年，诚售！
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,555,2室1厅,低楼层/共19层,清缘东里,海淀,85.75平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        百万庄 增光路  甘家口 五矿集团家属楼 封闭管理
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,1045,3室2厅,低楼层/共11层,甘家口小区,海淀,97.34平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        富丽小区 满五年唯一 高层采光好 精装修
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,970,2室2厅,高楼层/共18层,富丽小区,海淀,92.45平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        中关村骚子营南北通透三居 看房随时 随时签约
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,525,3室1厅,顶层/共6层,骚子营,海淀,75平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        精装修，中间层，全明格局，层高2.9米，装有新风系统
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,915,3室1厅,中楼层/共6层,西三环北路23号院,海淀,87.27平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        定慧寺八宝庄两居室，看房方便，价格可谈
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,410,2室1厅,底层/共6层,八宝庄,海淀,51.4平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
"
                        位置安静 满五唯一 全明格局 南北通透 三居两卫
                                                                                                ",https://s1.ljcdn.com/pegasus/redskull/images/common/blank.gif?_v=202008251423151,1250,3室2厅,低楼层/共7层,博雅西园,海淀,150.81平米
房源信息,房间图片,参考价,类型,结构,小区名称,所在区域,房间大小
